symbol	TCGA-50-5068-01A	TCGA-53-7624-01A	TCGA-99-8033-01A	TCGA-D8-A3Z6-01A	TCGA-EW-A1OY-01A	TCGA-EW-A1P3-01A	TCGA-EW-A2FR-01A	TCGA-GM-A2DA-01A	TCGA-IN-8462-01A	TCGA-QK-A6IH-01A
PRNP	0	1	0	0	0	0	0	0	0	0
CYB5A	0	1	0	1	0	0	0	0	1	1
CYBA	0	0	0	1	0	1	0	1	0	0
PRRG1	0	0	0	0	0	0	0	0	0	0
SRXN1	0	1	0	0	1	0	0	0	0	0
LGMN	0	0	0	1	0	1	0	0	1	0
IL13RA1	0	0	0	0	0	0	0	0	0	0
TLCD1	0	1	0	0	0	1	0	1	1	0
ARHGAP32	0	1	0	0	1	0	0	0	1	1
ACAP1	0	1	0	0	1	1	0	1	1	1
LYPD6B	0	1	0	0	0	0	0	0	0	1
HTRA1	0	1	0	1	0	0	0	0	0	1
RIPOR2	0	1	0	0	1	0	0	0	0	0
TES	0	1	0	1	0	1	0	0	1	0
EPPK1	0	1	0	1	1	0	0	1	0	1
INHBA	0	1	0	1	0	1	0	0	1	1
INHBB	0	1	0	0	0	0	0	0	0	0
RASSF2	0	1	0	0	0	0	0	0	0	0
INPP1	0	0	0	0	0	0	0	0	0	0
GIMAP2	0	1	0	1	0	1	0	0	1	0
CYP24A1	0	1	0	0	1	0	1	0	0	0
RIMS3	0	1	0	0	0	0	0	0	0	0
EML6	0	0	0	0	0	0	0	0	0	0
SYTL2	0	1	0	0	1	0	0	0	0	1
TCIM	0	0	0	1	1	0	0	1	0	1
PSMB8	0	1	0	0	1	0	0	0	0	0
PSMB9	0	1	0	0	1	0	0	0	0	0
CD55	0	1	1	1	1	1	0	1	0	0
ITGA6	0	1	0	0	0	0	0	0	0	0
SLCO1B3	0	0	0	0	1	0	0	0	0	0
THAP10	0	1	0	0	1	0	0	0	1	0
PTPN22	0	0	0	0	0	0	0	0	0	0
IRF6	0	1	1	1	1	1	0	1	0	0
ARMH1	0	0	0	0	0	0	0	0	0	0
SERINC2	0	1	0	0	1	0	0	0	0	0
ITGA2	0	1	0	0	1	0	0	0	0	1
ITGA4	0	0	0	0	0	0	0	0	0	0
DCK	0	0	0	0	1	0	0	0	1	0
ITGAL	0	1	0	1	0	1	1	1	0	0
SOWAHC	0	1	0	0	0	0	0	0	0	0
ITGB1	0	1	0	1	0	0	0	0	0	1
PMEPA1	0	1	0	0	1	0	1	0	0	0
PTGFRN	0	0	0	0	0	0	0	0	0	0
ITGB2	0	0	0	0	1	0	1	0	1	0
JAKMIP2	0	1	0	0	0	0	0	0	0	1
ITGB5	0	0	0	0	0	0	0	0	0	1
AKR1C1	1	1	0	1	1	0	0	0	0	1
AKR1C2	1	1	0	1	1	0	0	0	0	1
GALNT18	0	1	0	0	1	0	0	0	0	0
BMAL2	0	0	0	0	1	0	0	0	0	0
LAPTM5	0	1	0	0	1	0	0	0	0	0
PPP1R26	0	0	0	0	1	1	0	0	0	0
TBC1D10C	0	1	0	0	1	0	1	0	0	1
JUN	0	0	0	0	1	0	0	0	0	0
FAM20C	0	0	0	0	0	0	0	0	0	0
JUP	0	1	0	0	0	1	0	1	1	0
RHBDL2	0	1	0	0	0	0	0	0	0	0
DUSP23	0	1	1	1	1	1	0	0	0	0
GSDME	0	1	0	1	0	1	0	0	1	1
PTPRC	0	1	1	1	1	1	0	1	0	0
PXDN	0	0	0	0	0	0	0	0	0	0
PTPRF	0	0	0	0	0	0	0	0	0	0
KIF15	0	1	0	0	1	0	0	0	0	1
PTPRK	0	0	0	0	1	0	0	0	0	0
SACS	0	1	1	0	1	0	0	0	1	1
CXCR4	0	1	0	0	0	0	0	0	0	0
HEBP1	0	0	0	0	1	0	0	0	0	0
SCG2	0	0	0	0	0	0	0	0	0	0
NECTIN2	0	1	0	0	1	0	0	0	0	0
KCNJ15	0	0	0	0	0	0	1	0	1	0
NQO1	0	0	0	1	0	1	0	1	0	0
PYGL	0	1	0	1	1	1	0	0	1	0
TESC	0	0	0	0	1	0	0	0	0	0
RAB39B	0	0	0	0	0	0	0	0	0	0
RNF128	0	0	0	0	0	0	0	0	0	0
RAB13	0	0	1	1	1	1	0	0	0	0
RAC2	0	0	0	0	0	0	0	0	0	0
MOCOS	0	1	1	1	0	0	0	0	1	1
FERMT3	0	1	0	0	1	0	0	0	0	1
FGFBP1	0	1	0	0	1	0	0	0	1	0
AMIGO2	0	1	0	0	0	0	0	0	0	0
DOCK2	0	1	0	0	0	0	0	0	0	1
RNASEH2B	0	1	1	0	1	0	0	0	1	0
RAG1	0	1	0	0	1	0	0	0	0	0
KRT5	0	1	0	0	0	0	0	0	0	0
KRT6A	0	1	0	0	0	0	0	0	0	0
KRT6B	0	1	0	0	0	0	0	0	0	0
KRT7	0	1	0	0	0	0	0	0	0	0
KRT8	0	1	0	0	0	0	0	0	0	0
KRT13	0	1	0	0	0	1	0	1	1	0
KRT14	0	1	0	0	0	1	0	1	1	0
RAB25	0	1	1	1	1	1	0	0	0	0
KRT15	0	1	0	0	0	1	0	1	1	0
KRT17	0	1	0	0	0	1	0	1	1	0
DSC2	0	1	0	1	0	0	0	0	1	1
PLAAT4	0	1	0	0	1	0	0	0	0	1
KRT18	0	1	0	0	0	0	0	0	0	0
TMEM45A	0	1	0	0	0	0	0	0	0	1
DSG2	0	1	0	1	0	0	0	0	1	1
DSG3	0	1	0	1	0	0	0	0	1	1
UACA	0	1	0	0	1	0	0	0	1	0
DSPP	0	1	0	0	1	0	0	0	0	0
KRT19	0	1	0	0	0	1	0	1	1	0
DOCK8	0	0	0	0	0	0	0	0	0	0
ARHGEF5	0	1	0	1	0	1	0	0	1	0
DTX1	0	0	0	0	1	0	0	0	0	0
TMEM51	0	0	0	0	1	0	0	0	0	0
DUSP4	0	1	0	1	1	0	1	1	0	1
TUSC3	0	1	0	1	1	0	1	1	0	1
DUSP5	0	1	0	1	0	0	0	0	0	1
TOM1L1	0	1	0	0	1	1	0	1	1	0
LDAF1	0	1	0	1	0	1	0	0	0	0
SH2D3C	0	0	0	0	1	1	0	0	1	0
LAMA3	0	0	0	1	0	0	0	0	1	0
AP1M2	0	0	0	0	0	0	0	0	0	0
LAMB2	0	1	0	0	0	0	0	0	0	1
LAMB3	0	1	1	1	1	1	0	1	0	0
LAMC1	0	1	1	1	1	1	0	0	0	0
LAMC2	0	1	1	1	1	1	0	0	0	0
E2F2	0	1	0	0	1	0	0	0	0	0
ZNF101	0	1	0	0	0	0	0	0	0	0
LCK	0	1	0	0	1	0	0	0	0	0
ATP9A	0	1	0	0	1	0	0	0	0	0
LCP1	0	1	1	0	1	0	0	0	1	1
NUPR1	0	1	0	1	0	1	0	1	0	0
VPS37B	0	0	0	0	1	0	0	0	0	0
LDHB	0	0	0	0	1	0	0	0	0	0
EDN1	0	1	0	0	1	0	0	0	0	0
LGALS1	0	0	0	0	0	0	0	0	0	0
RGS16	0	1	1	1	1	1	0	0	0	0
LGALS3	0	1	0	1	1	1	0	0	1	0
LGALS3BP	0	1	0	0	1	1	0	1	1	0
FOSL1	0	1	0	0	1	0	0	0	0	1
PLEK2	0	0	0	1	0	1	1	0	0	0
MYOF	0	1	0	1	0	0	0	0	1	1
NTN4	0	1	0	0	1	0	0	0	0	0
OPTN	1	1	0	1	1	0	0	0	0	1
EFNA1	0	0	1	1	1	1	0	0	0	0
LLGL2	0	1	0	1	1	1	0	1	1	0
RAB34	0	1	0	0	0	1	0	1	1	0
LMNA	0	1	1	1	1	1	0	0	0	0
FRMD6	0	1	0	1	1	1	0	0	1	0
MICALL2	0	1	0	1	0	1	0	0	1	1
EGFR	0	1	0	1	1	1	0	0	1	1
LMO2	0	1	0	0	1	0	0	0	0	0
EGR1	0	1	0	0	0	0	0	0	0	1
CDCA7	0	1	0	0	0	0	0	0	0	0
LACTB2	0	0	0	1	1	0	0	0	0	1
LOX	0	1	0	0	0	0	0	0	0	1
EPHA2	0	0	0	0	1	0	0	0	0	0
KRTCAP3	0	1	0	0	0	0	0	0	0	0
KCTD3	0	0	1	1	1	1	0	1	0	0
IRAG2	0	0	0	0	1	0	0	0	0	0
PLEKHA1	0	1	0	1	0	0	0	0	0	1
ELF3	0	1	1	1	1	1	0	0	0	0
LTBP2	0	0	0	1	0	1	0	0	0	0
LTBR	0	0	0	0	1	0	0	0	0	0
SVIP	0	1	0	0	1	0	0	0	0	0
EMP1	0	0	0	0	1	0	0	0	0	0
MPZL2	0	1	0	0	1	0	0	0	1	1
EMP2	0	1	0	1	0	1	0	0	0	0
LUM	0	1	0	0	1	0	0	0	0	0
CTTN	0	1	0	0	1	0	1	0	0	1
LYL1	0	1	0	0	0	0	0	0	0	0
LY75	0	1	0	0	0	0	0	0	0	0
TACSTD2	0	0	0	0	1	0	0	0	0	0
TM4SF1	0	0	0	0	0	0	0	0	0	1
EPCAM	0	0	0	0	0	0	0	0	0	0
CTDSPL	0	1	0	0	1	0	0	0	0	1
LEF1	0	0	0	0	0	0	0	1	1	0
TCEAL9	0	0	0	0	0	0	0	0	0	0
MARCKS	0	0	0	0	1	1	0	0	0	0
PHLDB2	0	1	0	0	0	0	0	0	0	1
TMEM40	0	1	0	0	1	0	0	0	0	1
SLC44A3	0	0	0	0	1	0	0	0	0	0
